state,county,cases,deaths,cases2,deaths2,date1,date2
Colorado,Summit,10,0,9,0,2020-03-24,2020-03-25
Ohio,Geauga,5,0,4,0,2020-03-24,2020-03-25
South Carolina,Lexington,19,1,18,1,2020-03-24,2020-03-25
Tennessee,Weakley,1,0,0,0,2020-03-24,2020-03-25
Virginia,Rockingham,3,0,2,0,2020-03-24,2020-03-25
Washington,Grant,27,0,26,0,2020-03-24,2020-03-25
Washington,Benton,12,2,10,2,2020-03-24,2020-03-25
Wisconsin,Chippewa,2,0,1,0,2020-03-24,2020-03-25
Florida,Manatee,26,1,25,1,2020-03-25,2020-03-26
Georgia,Baker,3,1,1,1,2020-03-25,2020-03-26
Idaho,Bannock,3,0,2,0,2020-03-25,2020-03-26
Illinois,Logan,1,0,0,0,2020-03-25,2020-03-26
Iowa,Pottawattamie,4,0,3,0,2020-03-25,2020-03-26
Michigan,Newaygo,2,0,1,0,2020-03-25,2020-03-26
North Carolina,Wayne,2,0,1,0,2020-03-25,2020-03-26
North Carolina,Jackson,1,0,0,0,2020-03-25,2020-03-26
Tennessee,Houston,3,0,2,0,2020-03-25,2020-03-26
Utah,Weber,10,0,8,0,2020-03-25,2020-03-26
West Virginia,Preston,2,0,1,0,2020-03-25,2020-03-26
West Virginia,Ohio,2,0,1,0,2020-03-25,2020-03-26
Wisconsin,Fond du Lac,18,1,17,1,2020-03-25,2020-03-26
Georgia,Laurens,8,0,7,0,2020-03-26,2020-03-27
Georgia,Dawson,3,0,2,0,2020-03-26,2020-03-27
Georgia,Greene,2,0,1,0,2020-03-26,2020-03-27
Georgia,Telfair,1,0,0,0,2020-03-26,2020-03-27
Georgia,Walton,1,0,0,0,2020-03-26,2020-03-27
Louisiana,Ascension,91,1,90,1,2020-03-26,2020-03-27
Louisiana,Morehouse,3,0,2,0,2020-03-26,2020-03-27
Mississippi,Adams,3,0,2,0,2020-03-26,2020-03-27
Mississippi,Amite,1,0,0,0,2020-03-26,2020-03-27
Texas,Terry,3,0,1,0,2020-03-26,2020-03-27
Texas,Walker,3,0,2,0,2020-03-26,2020-03-27
West Virginia,Monongalia,24,0,23,0,2020-03-26,2020-03-27
Arizona,Graham,4,0,2,0,2020-03-27,2020-03-28
Arkansas,Hempstead,1,0,0,0,2020-03-27,2020-03-28
Arkansas,Hot Spring,2,0,1,0,2020-03-27,2020-03-28
Arkansas,Lawrence,3,0,1,0,2020-03-27,2020-03-28
Colorado,Delta,2,0,1,0,2020-03-27,2020-03-28
Colorado,Kit Carson,2,0,1,0,2020-03-27,2020-03-28
Georgia,Troup,11,1,9,1,2020-03-27,2020-03-28
Idaho,Canyon,23,1,22,1,2020-03-27,2020-03-28
Indiana,Lawrence,5,0,4,0,2020-03-27,2020-03-28
Indiana,Rush,3,0,2,0,2020-03-27,2020-03-28
Indiana,Marshall,4,0,3,0,2020-03-27,2020-03-28
Iowa,Black Hawk,7,0,6,0,2020-03-27,2020-03-28
Kentucky,Franklin,3,0,2,0,2020-03-27,2020-03-28
Louisiana,Lincoln,7,0,6,0,2020-03-27,2020-03-28
Louisiana,Jackson,3,0,2,0,2020-03-27,2020-03-28
Michigan,Luce,1,0,0,0,2020-03-27,2020-03-28
Ohio,Ashland,3,0,2,0,2020-03-27,2020-03-28
Ohio,Seneca,2,0,1,0,2020-03-27,2020-03-28
Pennsylvania,Union,1,0,0,0,2020-03-27,2020-03-28
Tennessee,Bradley,6,0,5,0,2020-03-27,2020-03-28
Texas,Angelina,2,0,1,0,2020-03-27,2020-03-28
Washington,Snohomish,913,23,912,23,2020-03-27,2020-03-28
Alabama,Lauderdale,13,1,12,1,2020-03-28,2020-03-29
Arizona,Yavapai,13,0,12,0,2020-03-28,2020-03-29
Florida,Leon,17,0,16,0,2020-03-28,2020-03-29
Georgia,Fulton,378,13,425,12,2020-03-28,2020-03-29
Georgia,Barrow,7,1,6,1,2020-03-28,2020-03-29
Indiana,Hendricks,36,2,48,1,2020-03-28,2020-03-29
Louisiana,Vermilion,3,1,2,1,2020-03-28,2020-03-29
Michigan,Ingham,32,1,43,0,2020-03-28,2020-03-29
Michigan,Dickinson,1,0,0,0,2020-03-28,2020-03-29
Minnesota,Lyon,1,0,0,0,2020-03-28,2020-03-29
New Mexico,Rio Arriba,3,0,2,0,2020-03-28,2020-03-29
Tennessee,Cannon,3,0,2,0,2020-03-28,2020-03-29
Texas,Lavaca,3,0,1,0,2020-03-28,2020-03-29
Texas,Hood,3,0,2,0,2020-03-28,2020-03-29
Alabama,Washington,4,0,3,0,2020-03-29,2020-03-30
Alabama,Marion,10,0,9,0,2020-03-29,2020-03-30
Alabama,Marengo,5,0,4,0,2020-03-29,2020-03-30
Arkansas,Pike,3,0,2,0,2020-03-29,2020-03-30
Colorado,Arapahoe,241,3,308,0,2020-03-29,2020-03-30
Colorado,Morgan,5,0,4,0,2020-03-29,2020-03-30
Florida,Nassau,8,0,7,0,2020-03-29,2020-03-30
Florida,Clay,35,4,34,5,2020-03-29,2020-03-30
Georgia,Whitfield,8,2,8,1,2020-03-29,2020-03-30
Georgia,Habersham,1,0,0,0,2020-03-29,2020-03-30
Illinois,Franklin,2,0,1,0,2020-03-29,2020-03-30
Maryland,Calvert,14,0,12,0,2020-03-29,2020-03-30
Missouri,Greene,41,3,38,3,2020-03-29,2020-03-30
Missouri,Kansas City,102,0,100,0,2020-03-29,2020-03-30
Missouri,Bates,2,0,1,0,2020-03-29,2020-03-30
Missouri,Moniteau,4,0,2,0,2020-03-29,2020-03-30
Missouri,St. Francois,4,0,3,0,2020-03-29,2020-03-30
Missouri,Montgomery,3,0,2,0,2020-03-29,2020-03-30
Nebraska,Hamilton,1,0,0,0,2020-03-29,2020-03-30
North Carolina,Bladen,1,0,0,0,2020-03-29,2020-03-30
Ohio,Clark,7,0,6,0,2020-03-29,2020-03-30
Ohio,Fairfield,14,0,13,0,2020-03-29,2020-03-30
South Carolina,Abbeville,4,0,3,0,2020-03-29,2020-03-30
Tennessee,Franklin,6,0,5,0,2020-03-29,2020-03-30
Tennessee,Houston,2,0,1,0,2020-03-29,2020-03-30
Tennessee,Decatur,1,0,0,0,2020-03-29,2020-03-30
Utah,Weber,37,0,36,0,2020-03-29,2020-03-30
Washington,Grant,58,1,62,0,2020-03-29,2020-03-30
West Virginia,Raleigh,4,0,3,0,2020-03-29,2020-03-30
Alabama,Elmore,13,0,12,0,2020-03-30,2020-03-31
Alabama,Shelby,88,0,86,2,2020-03-30,2020-03-31
Alabama,Houston,9,0,8,0,2020-03-30,2020-03-31
Alabama,Marshall,7,0,6,0,2020-03-30,2020-03-31
Arizona,Pinal,64,0,62,0,2020-03-30,2020-03-31
Arizona,Apache,17,0,16,0,2020-03-30,2020-03-31
Arkansas,Van Buren,20,1,19,1,2020-03-30,2020-03-31
Colorado,Park,4,0,3,0,2020-03-30,2020-03-31
Colorado,Teller,8,1,7,1,2020-03-30,2020-03-31
Florida,DeSoto,7,2,7,1,2020-03-30,2020-03-31
Georgia,Early,20,2,32,1,2020-03-30,2020-03-31
Georgia,Miller,5,0,4,0,2020-03-30,2020-03-31
Georgia,Harris,4,0,3,0,2020-03-30,2020-03-31
Georgia,Seminole,7,0,6,0,2020-03-30,2020-03-31
Georgia,Appling,2,0,1,0,2020-03-30,2020-03-31
Illinois,St. Clair,36,3,43,2,2020-03-30,2020-03-31
Illinois,LaSalle,5,2,6,1,2020-03-30,2020-03-31
Illinois,Christian,19,0,14,0,2020-03-30,2020-03-31
Indiana,Hancock,28,1,26,2,2020-03-30,2020-03-31
Indiana,Henry,2,0,1,0,2020-03-30,2020-03-31
Louisiana,Caldwell,1,0,0,0,2020-03-30,2020-03-31
Maryland,Talbot,4,0,3,0,2020-03-30,2020-03-31
Michigan,Gladwin,3,0,2,0,2020-03-30,2020-03-31
Michigan,Ogemaw,4,0,1,0,2020-03-30,2020-03-31
Mississippi,Quitman,4,0,3,0,2020-03-30,2020-03-31
Missouri,Cole,25,0,23,0,2020-03-30,2020-03-31
Missouri,Christian,12,0,11,0,2020-03-30,2020-03-31
Missouri,Dunklin,6,0,5,0,2020-03-30,2020-03-31
Missouri,Texas,1,0,0,0,2020-03-30,2020-03-31
Missouri,Cedar,5,0,3,0,2020-03-30,2020-03-31
New York,Erie,443,8,438,8,2020-03-30,2020-03-31
North Carolina,Davie,12,0,11,0,2020-03-30,2020-03-31
North Dakota,Mercer,1,0,0,0,2020-03-30,2020-03-31
Oklahoma,Grady,3,0,2,0,2020-03-30,2020-03-31
Oregon,Deschutes,25,0,24,0,2020-03-30,2020-03-31
South Dakota,Butte,1,0,0,0,2020-03-30,2020-03-31
Texas,Harris,563,7,680,6,2020-03-30,2020-03-31
Texas,Jim Wells,1,0,0,0,2020-03-30,2020-03-31
Utah,Summit,176,0,172,0,2020-03-30,2020-03-31
Florida,Orange,373,4,458,3,2020-03-31,2020-04-01
Virginia,Charles City,1,0,0,0,2020-03-31,2020-04-01
Alabama,Bullock,3,0,2,0,2020-04-01,2020-04-02
Alaska,Anchorage,67,2,66,2,2020-04-01,2020-04-02
Arkansas,Cleveland,5,0,4,0,2020-04-01,2020-04-02
Arkansas,Arkansas,2,0,1,0,2020-04-01,2020-04-02
Georgia,Randolph,5,0,4,0,2020-04-01,2020-04-02
Georgia,Coffee,11,0,9,0,2020-04-01,2020-04-02
Georgia,Macon,3,0,2,0,2020-04-01,2020-04-02
Georgia,Hart,4,0,3,0,2020-04-01,2020-04-02
Georgia,Jeff Davis,1,0,0,0,2020-04-01,2020-04-02
Illinois,Mason,2,0,0,0,2020-04-01,2020-04-02
Indiana,Vermillion,1,0,0,0,2020-04-01,2020-04-02
Indiana,Benton,1,0,0,0,2020-04-01,2020-04-02
Iowa,Des Moines,2,0,1,0,2020-04-01,2020-04-02
Iowa,Keokuk,2,0,1,0,2020-04-01,2020-04-02
Kansas,Mitchell,3,0,2,0,2020-04-01,2020-04-02
Kansas,Stevens,2,0,1,0,2020-04-01,2020-04-02
Louisiana,Plaquemines,47,4,68,3,2020-04-01,2020-04-02
Louisiana,Rapides,69,4,77,3,2020-04-01,2020-04-02
Louisiana,Tangipahoa,33,2,42,1,2020-04-01,2020-04-02
Louisiana,Avoyelles,31,2,34,1,2020-04-01,2020-04-02
Louisiana,LaSalle,2,0,0,0,2020-04-01,2020-04-02
Michigan,Emmet,7,1,6,1,2020-04-01,2020-04-02
Michigan,Ionia,6,0,5,0,2020-04-01,2020-04-02
Michigan,Schoolcraft,1,0,0,0,2020-04-01,2020-04-02
Minnesota,Rice,4,0,3,0,2020-04-01,2020-04-02
Mississippi,Forrest,27,0,26,0,2020-04-01,2020-04-02
Mississippi,Holmes,16,2,16,1,2020-04-01,2020-04-02
Mississippi,Lee,25,1,24,1,2020-04-01,2020-04-02
Mississippi,Itawamba,4,0,3,0,2020-04-01,2020-04-02
Mississippi,Lowndes,11,0,10,0,2020-04-01,2020-04-02
Mississippi,Chickasaw,15,0,14,1,2020-04-01,2020-04-02
Mississippi,Marion,6,0,5,0,2020-04-01,2020-04-02
Mississippi,Neshoba,5,0,4,0,2020-04-01,2020-04-02
Mississippi,Clarke,5,0,4,0,2020-04-01,2020-04-02
Missouri,Marion,1,0,0,0,2020-04-01,2020-04-02
Montana,Lewis and Clark,14,0,13,0,2020-04-01,2020-04-02
North Carolina,Richmond,1,0,0,0,2020-04-01,2020-04-02
North Carolina,Jackson,1,0,0,0,2020-04-01,2020-04-02
South Dakota,Kingsbury,1,0,0,0,2020-04-01,2020-04-02
Texas,Cooke,1,0,0,0,2020-04-01,2020-04-02
Texas,Yoakum,1,0,0,0,2020-04-01,2020-04-02
Texas,Andrews,1,0,0,0,2020-04-01,2020-04-02
Texas,Aransas,2,0,0,0,2020-04-01,2020-04-02
Texas,Hall,1,0,0,0,2020-04-01,2020-04-02
Vermont,Bennington,18,0,17,0,2020-04-01,2020-04-02
Virginia,Fairfax city,1,0,0,0,2020-04-01,2020-04-02
Virginia,Powhatan,4,0,3,0,2020-04-01,2020-04-02
Washington,Kitsap,74,1,85,0,2020-04-01,2020-04-02
Washington,Cowlitz,18,0,16,0,2020-04-01,2020-04-02
West Virginia,Ohio,11,0,10,0,2020-04-01,2020-04-02
West Virginia,Hancock,6,0,5,0,2020-04-01,2020-04-02
Wisconsin,Douglas,7,0,6,0,2020-04-01,2020-04-02
Arizona,Apache,19,0,17,0,2020-04-02,2020-04-03
Arkansas,Benton,42,0,41,0,2020-04-02,2020-04-03
California,Inyo,10,1,10,0,2020-04-02,2020-04-03
Connecticut,Middlesex,74,3,91,2,2020-04-02,2020-04-03
Georgia,Washington,6,0,5,0,2020-04-02,2020-04-03
Indiana,Vigo,10,2,9,2,2020-04-02,2020-04-03
Louisiana,Lafourche,158,4,185,3,2020-04-02,2020-04-03
Missouri,Carter,4,0,3,0,2020-04-02,2020-04-03
Missouri,Macon,3,0,2,0,2020-04-02,2020-04-03
Nebraska,Kearney,2,0,1,0,2020-04-02,2020-04-03
Oregon,Douglas,10,0,9,0,2020-04-02,2020-04-03
Tennessee,Washington,21,0,20,0,2020-04-02,2020-04-03
Tennessee,Rhea,1,0,0,0,2020-04-02,2020-04-03
Texas,Kleberg,2,0,1,0,2020-04-02,2020-04-03
Virginia,Goochland,9,0,8,0,2020-04-02,2020-04-03
Virginia,Accomack,10,0,8,0,2020-04-02,2020-04-03
Virginia,Madison,3,0,2,0,2020-04-02,2020-04-03
Alabama,Sumter,7,0,6,0,2020-04-03,2020-04-04
Arkansas,Benton,41,0,40,0,2020-04-03,2020-04-04
Arkansas,Lonoke,16,0,15,0,2020-04-03,2020-04-04
Georgia,Miller,11,0,10,0,2020-04-03,2020-04-04
Idaho,Valley,3,0,2,0,2020-04-03,2020-04-04
Louisiana,Iberia,78,3,68,3,2020-04-03,2020-04-04
Louisiana,Lafayette,276,2,229,4,2020-04-03,2020-04-04
Louisiana,St. Landry,68,2,45,2,2020-04-03,2020-04-04
Louisiana,Avoyelles,37,1,36,1,2020-04-03,2020-04-04
Louisiana,Acadia,72,1,65,2,2020-04-03,2020-04-04
Louisiana,St. Martin,69,3,64,5,2020-04-03,2020-04-04
Louisiana,Jackson,4,0,1,0,2020-04-03,2020-04-04
Louisiana,Jefferson Davis,14,0,9,0,2020-04-03,2020-04-04
Louisiana,Vermilion,18,1,15,1,2020-04-03,2020-04-04
Louisiana,Concordia,10,1,5,1,2020-04-03,2020-04-04
Michigan,St. Joseph,10,0,9,0,2020-04-03,2020-04-04
Michigan,Presque Isle,1,0,0,0,2020-04-03,2020-04-04
Minnesota,Carver,11,0,10,0,2020-04-03,2020-04-04
Mississippi,Lawrence,5,0,4,0,2020-04-03,2020-04-04
Missouri,Camden,21,1,20,1,2020-04-03,2020-04-04
Missouri,Clinton,8,0,7,0,2020-04-03,2020-04-04
New York,Chautauqua,10,1,12,0,2020-04-03,2020-04-04
Ohio,Trumbull,72,7,90,6,2020-04-03,2020-04-04
Oklahoma,Washita,1,0,0,0,2020-04-03,2020-04-04
Tennessee,Williamson,221,3,239,2,2020-04-03,2020-04-04
Utah,Morgan,7,0,5,0,2020-04-03,2020-04-04
Virginia,Waynesboro city,3,0,2,0,2020-04-03,2020-04-04
Wyoming,Hot Springs,1,0,0,0,2020-04-03,2020-04-04
Arizona,Graham,3,0,2,0,2020-04-04,2020-04-05
Arizona,Yuma,14,0,13,0,2020-04-04,2020-04-05
Arkansas,Bradley,4,0,1,0,2020-04-04,2020-04-05
Georgia,Gwinnett,400,8,410,7,2020-04-04,2020-04-05
Georgia,Jasper,4,0,3,0,2020-04-04,2020-04-05
Georgia,Pulaski,7,0,6,0,2020-04-04,2020-04-05
Georgia,Wilcox,2,0,1,0,2020-04-04,2020-04-05
Indiana,Miami,8,0,7,0,2020-04-04,2020-04-05
Indiana,Jasper,15,1,12,1,2020-04-04,2020-04-05
Indiana,Huntington,5,1,4,1,2020-04-04,2020-04-05
Iowa,Pottawattamie,8,0,7,0,2020-04-04,2020-04-05
Kansas,Ford,2,0,1,0,2020-04-04,2020-04-05
Kansas,Coffey,23,1,24,0,2020-04-04,2020-04-05
Kentucky,Fayette,125,9,153,6,2020-04-04,2020-04-05
Kentucky,Harrison,19,0,13,0,2020-04-04,2020-04-05
Kentucky,Bourbon,6,1,4,1,2020-04-04,2020-04-05
Kentucky,Madison,12,0,11,1,2020-04-04,2020-04-05
Kentucky,Spencer,4,0,2,0,2020-04-04,2020-04-05
Kentucky,Breathitt,3,0,2,0,2020-04-04,2020-04-05
Kentucky,Menifee,4,0,3,0,2020-04-04,2020-04-05
Kentucky,Barren,2,0,1,0,2020-04-04,2020-04-05
Louisiana,Grant,9,0,8,0,2020-04-04,2020-04-05
Louisiana,Natchitoches,15,0,14,0,2020-04-04,2020-04-05
Louisiana,St. Martin,64,5,77,4,2020-04-04,2020-04-05
Louisiana,Vernon,11,0,10,0,2020-04-04,2020-04-05
Michigan,Clare,2,0,1,0,2020-04-04,2020-04-05
Michigan,Gratiot,5,0,4,0,2020-04-04,2020-04-05
Michigan,Houghton,2,0,1,0,2020-04-04,2020-04-05
Missouri,Greene,62,7,61,7,2020-04-04,2020-04-05
Ohio,Trumbull,90,6,89,7,2020-04-04,2020-04-05
Oklahoma,Garvin,11,0,9,0,2020-04-04,2020-04-05
Oregon,Hood River,3,0,2,0,2020-04-04,2020-04-05
Pennsylvania,Lycoming,10,0,9,0,2020-04-04,2020-04-05
South Carolina,Dorchester,45,0,44,0,2020-04-04,2020-04-05
South Carolina,Newberry,8,0,7,0,2020-04-04,2020-04-05
South Carolina,Colleton,9,0,8,0,2020-04-04,2020-04-05
Texas,Bastrop,10,0,9,0,2020-04-04,2020-04-05
Texas,Colorado,4,0,2,0,2020-04-04,2020-04-05
Utah,Weber,63,1,53,1,2020-04-04,2020-04-05
Vermont,Windsor,24,1,22,1,2020-04-04,2020-04-05
Wyoming,Campbell,7,0,6,0,2020-04-04,2020-04-05
Alaska,Kenai Peninsula Borough,12,1,12,0,2020-04-05,2020-04-06
Alaska,Petersburg Borough,1,1,1,0,2020-04-05,2020-04-06
Arkansas,Pulaski,161,6,171,5,2020-04-05,2020-04-06
California,Madera,30,2,28,2,2020-04-05,2020-04-06
Colorado,Denver,825,16,847,15,2020-04-05,2020-04-06
Georgia,Liberty,13,0,12,0,2020-04-05,2020-04-06
Georgia,Decatur,17,0,13,0,2020-04-05,2020-04-06
Georgia,Franklin,5,0,3,0,2020-04-05,2020-04-06
Georgia,Banks,3,0,2,0,2020-04-05,2020-04-06
Idaho,Lewis,1,0,0,0,2020-04-05,2020-04-06
Illinois,Peoria,14,2,12,1,2020-04-05,2020-04-06
Illinois,Kankakee,76,6,90,5,2020-04-05,2020-04-06
Illinois,Montgomery,3,1,2,0,2020-04-05,2020-04-06
Indiana,Noble,11,1,10,1,2020-04-05,2020-04-06
Indiana,Scott,8,1,7,1,2020-04-05,2020-04-06
Iowa,Washington,49,3,52,2,2020-04-05,2020-04-06
Louisiana,Terrebonne,148,8,182,7,2020-04-05,2020-04-06
Michigan,Ingham,172,2,178,1,2020-04-05,2020-04-06
